EEEKNTT;KETENET NEKTETE
BBEEIKT;KIBBETE
EHIKLLØ;KILEHØL
EEIKKNN;KINKENE KNEIKEN NIKKENE
EEIKPPT;KIPPETE
AGIJKKN;KJAKING
EEJKKLN;KJELKEN
EEGJKNN;KJENGEN
EEJKRRV;KJERVER
EJKLLRØ;KJØLLER
EJKLNNØ;KJØLNEN
JKLOPSØ;KJØPSLO
AEKNRRR;KNARRER
EFFKNRU;KNUFFER
AKMMNOU;KOMMUNA
EKNNOOT;KONTOEN
EKKOPRÅ;KORKÅPE
KNNORRØ;KRONØRN
BBEKNRY;KRYBBEN
EKLMMRY;KRYMMEL
AFJKSUØ;KUFJØSA
AKLLSSU;KULLASS SKALLUS ULLSAKS
AHKRSUU;KURHUSA
AKRRTVÆ;KVARTÆR VÆRKART
EEIKRVV;KVEIVER
DDEEKNØ;KØDDENE
BKKLOSØ;KØLBOKS
BKLNNUØ;KØLBUNN
EEKNNYØ;KØYNENE
AKKPSTÅ;KÅTSKAP
EEILSVV;LEVEVIS VELVISE
IKLOPPS;LIKSOPP SILKOPP
IKLLNRÆ;LINKLÆR
IKLSSVY;LIVSSYK
ILNOSVV;LIVSVON
BBEELOT;LOBBETE
EELOPPT;LOPPETE
FGLLOSU;LOSFUGL SOLFUGL
ADKLLUY;LYDLUKA
ALNPPRY;LYNRAPP
EJLNSSY;LYNSJES
ALSSTTY;LYSSATT
EILPRRÆ;LÆRREIP
DEILLPØ;LØPEILD
ACEHMNO;MACHOEN
AAILLMT;MAITALL
ADELMMV;MALMVED
AAGIMNN;MANINGA
AEEMNPP;MAPPENE PAMPENE
AAJLMOT;MATOLJA
AEMRTTT;MATRETT MATTERT
AMOPPST;MATSOPP OPPSTAM
ABLMTTÅ;MATTBLÅ
DEEEGLM;MEGLEDE
IKMMSTU;MIKSTUM
DILMRVÆ;MILDVÆR
DEEIMMN;MIMENDE
EGMOOPR;MOGOPER
FGIMOTT;MOTGIFT
EMOORRT;MOTORER ROTEROM
DEEMNNY;MYNDENE
AABDMRY;MYRBADA
MORRTVY;MYRTORV TORVMYR
EGILLMÅ;MÅLELIG
GILMTTÅ;MÅLGITT
ALLMSUÅ;MÅLLAUS
AEMNNYÅ;MÅNENYA
ABLNOOV;NABOLOV
BBEMNSU;NEBBMUS
ADENTTT;NEDTATT
DFILLNU;NIDFULL
EEINNVÅ;NIVÅENE
AADNOOR;NOAORDA
DHNNOTU;NOTHUND
BENNRYÅ;NYBÅREN NYBÅRNE
DEENNRÆ;NÆRENDE
IKNNORÆ;NÆRKINO
EEMNRRÆ;NÆRMERE
AEMMORR;OMARMER
BEKLMOO;OMKOBLE
DDMNOSU;OMSNUDD
DEKOPPT;OPPDEKT
ADGOPPR;OPPDRAG
ABEIOPP;OPPEBIA
AOPPRTV;OPPVART
DINORRÆ;ORDINÆR
ELORRVÆ;OVERLÆR
AALLPST;PALLAST
AILLMPU;PALLIUM
AAEPPRT;PAPATER PARAPET
AEIPPRR;PAPIRER
AAEFPRR;PARAFER
ACEHNPT;PATCHEN
DEEEKNP;PEKENDE
EIIPSTT;PIETIST
ABDILLP;PILBLAD
AAIJNPT;PINJATA
EHINNPU;PINNHUE
EIKPPRØ;PIPERØK RØKPIPE
EIIKPRR;PIRKERI
ABCELOP;PLACEBO
DDEELPT;PLEDDET
ELMPPRU;PLUMPER
EHLLOPT;POLHELT
EKPRRTÆ;PREKÆRT
AABGLPU;PUBLAGA
EKKLMPU;PUKKMEL
EMNPPSU;PUMPSEN
EGNPSUU;PUSUNGE
GINPTTY;PYTTING
EEGHNPÅ;PÅHENGE
EENNPTÅ;PÅTENNE
AAFKKRS;RAKFAKS
EEEJKRT;REJEKTE
DEKOORR;REOKORD
DEEERTT;RETTEDE TREDETE
EERSTTT;RETTEST STERTET STETTER TERSETT TESTERT TRESETT TRETTES
EEENRVY;REVYENE
EEFFINR;RIFFENE
ALMORRÆ;ROMLÆRA
AAGKKRU;RUGKAKA
DDGINRY;RYDDING
GGRSTYØ;RYGGSTØ ØSTRYGG
BBDENRØ;RØDNEBB
AAKKRTØ;RØKTAKA
AFLRRYØ;RØRFLYA
EJLORRÅ;RÅOLJER
AADNRRÅ;RÅRANDA
AAFLSST;SALFAST
AJLSSTØ;SALTSJØ SJØSALT
ADDMRSÅ;SAMRÅDD
CEIKNSS;SCENISK
EIIMSST;SEISTIM
EELLSYØ;SELLEØY
DDELSVØ;SELVDØD
EEEMRRS;SEMRERE
EEEKNNS;SENKENE
ELSSTTÅ;SETTLÅS
AGIILLS;SIGILLA
IIKNNOS;SINKION
ABBEJRS;SJABBER
AEJPPRS;SJAPPER
GIJRSSU;SJUGIRS
AGJLSSU;SJULAGS
AGJRSSØ;SJØGRAS
EJNOSSØ;SJØSONE
ADDKSUØ;SKAUDØD
AAKKNSV;SKAVANK
IKKLRSÆ;SKIKLÆR
EJKSSTØ;SKJØTES
GKLOOSV;SKOGLOV
AAKLSSV;SKVASLA
EKSSTTY;SKYTSET TYSKEST
KMNOSSÅ;SKÅNSOM
EFFLNSU;SLUFFEN
AAGLMSS;SMALSAG
EHMOOST;SMOOTHE
EEKMSSÅ;SMÅESKE
EGJMSUÅ;SMÅJUGE
AIMMRSÅ;SMÅRIMA
KMRSSUÅ;SMÅRUSK
EMRSSYÅ;SMÅSYRE
DDEINSS;SNIDDES
AAHNSVØ;SNØHAVA
GINNSVÅ;SNÅVING
EFOSSTT;SOFTEST
GINOPPS;SOPPING
AAKNPSS;SPANSKA
APRSSVY;SPARSYV
EIIPRSS;SPISERI
AESTTTU;STAUTET UTSATTE UTTESTA
APSSTUY;STAYUPS
EEJSTTV;STEVJET
BBEESTU;SUBBETE
AERRSVV;SVARVER
EEENPSV;SVEPENE VEPSENE
AIJSSTV;SVITSJA
EJOSSTV;SVOSJET
BDRSTYÆ;SYDBÆRT
AMMORSY;SYROMMA
EELSSTÆ;SÆLESTE
EGPRRSÆ;SÆRPREG
AAKSSTØ;SØTSAKA
ELRRSÅÆ;SÅRLÆRE
AAKKLTU;TAKLUKA
DDEENTY;TEDDYEN TYDENDE
DEEEIPT;TEIPEDE
EEELLRT;TELLERE
EEELNNT;TELNENE TENELEN TENLENE
AAEKKPT;TEPAKKA
EIORTTT;TETTRIO
DHILLOT;TILHOLD
IJKLPTØ;TILKJØP
GIINSST;TISSING
ILRTTUÆ;TITULÆR
GIJNNOT;TJONING
AELOTTT;TOALETT
GOSTTYØ;TOGSTØY
DGMOOST;TOMGODS
GIMMNOT;TOMMING
DIOPPRT;TOPPRID
CEHOSTU;TOUCHES
AARSSTT;TRASSAT
ENRTTTU;TRUTENT TRUTNET
EKKRTTY;TRYKKET TYKKERT
KLRRTUÆ;TURKLÆR
AAMNPTY;TYMPANA
EKKSTYÅ;TÅKESKY
ABDDEEU;UBADEDE
BDENTUU;UBUDENT UBUNDET
AFGGILU;UFAGLIG
EGGJNSU;UGJENGS
EGJRTUÆ;UGJÆRET UGJÆRTE
DDEEKOU;UKODEDE
DEHLLOU;ULLHODE
EKKLLSU;ULLSEKK
LLSTUVØ;ULLSTØV
GNRRTUÆ;UNGTRÆR
AIKMNUU;UNIKUMA
FLNNRUY;UNNFLYR
ACELLRU;URCELLA
ANRRTUU;URNATUR
DGIIMSU;USMIDIG
GJORTTU;UTGJORT
FGRTTUØ;UTGRØFT
DHLOTTU;UTHOLDT
EHLSTUU;UTHULES
IILSTTU;UTILIST
EKKOTTU;UTKOKET UTKOKTE
ARSTTUU;UTRUSTA
ILPPSTU;UTSLIPP
DDESTUÅ;UTSÅDDE
AANTTUV;UTVATNA VANTTAU
ENPTUVÆ;UVÆPNET
DEENNUÅ;UÅNDENE
ANRTVVØ;VANVØRT
AGILNVV;VAVLING VINVALG
DEGTTVÅ;VEDGÅTT
DEEGGLV;VEDLEGG
EEFGJSV;VEGSJEF
AAEGLLV;VELLAGA
GIILMNV;VIMLING
BEINNVY;VINBYEN
DDILNOV;VINLODD
EINRVVØ;VIVØREN
ELRTVVØ;VRØVLET
EEGGTUV;VUGGETE
AAKRSVÆ;VÆRAKSA
BKLORVÆ;VÆRBOLK
EMRRUVÅ;VÅRMURE
ALLRUVÅ;VÅRULLA
AEEFNRW;WAFEREN WAFERNE
ELSTTÆØ;ÆTTLØSE
AAKLNNØ;ØLKANNA
EFMOTTØ;ØMFOTET
BELLRYØ;ØREBYLL
EKKORRØ;ØREKROK
EFLNYÅØ;ÅFLØYEN
EEEMNRÅ;ÅREEMNE
EENNSYÅ;ÅSYNENE
AEJKTTÅ;ÅTEJAKT
AAEKKRR;AKKARER
AAKLLMT;ALLMAKT
AADILLO;ALLODIA
ADEMMRÅ;AMMERÅD
AAGGINO;ANAGOGI
AKNNTTY;ANKNYTT
AENNNOS;ANNONSE
AAEHPRÅ;APEHÅRA
AAEMNNP;APEMANN
AEGRRUU;AUGURER
AABNNRV;AVBRANN
AAHSTVØ;AVHØSTA
AHISSUV;AVISHUS HUSAVIS
AAIKSSV;AVISSAK KVASSIA SIVAKSA VASSKIA
AELTVVØ;AVLØVET
AAKLLSV;AVSKALL
AAKKSTV;AVSTAKK TAKVASK
AARRTVØ;AVTØRRA
ADEENVV;AVVENDE VAVENDE
ABFJKRØ;BAKFJØR
AABKKNT;BAKKANT
AABGINN;BANINGA
ABERTTT;BARTETT BATTERT BRATTET
ABLPSSØ;BASSLØP
ABBDERY;BEBYRDA
BEEEFST;BEFESTE
BEEFTYØ;BEFØYET
BEEGTTÅ;BEGÅTTE
BEEEGRV;BEVEGER
BEEFILL;BIFELLE FLEBILE
BDFIJOR;BIFJORD
ABFGIIT;BIGIFTA
BBIKLRU;BILBRUK
BBEILRY;BILBYER BYBILER
BGIILNV;BILINGV BLIVING
BILPSSU;BILPUSS
BBEIMNO;BIMBOEN
BCEHIST;BITCHES
BEIILNN;BLINIEN
BDGLOVÅ;BLODVÅG
ABLNNVY;BLYVANN
ABDLLNÅ;BLÅLAND
BEGILLÅ;BLÅLIGE
BILLORÅ;BLÅLORI
ABLMNNÅ;BLÅMANN
BKLRYÅØ;BLÅRØYK BÅLRØYK RØYKBLÅ
BGKLLOU;BOKGULL
BIKKNOV;BOKKNIV
BGIKNOO;BOOKING
BJLMORØ;BORMJØL
BFORRTØ;BORTFØR FORBRØT
BEEERRS;BRESERE SERBERE
BBEKORV;BREVBOK
BKNORSW;BROWNSK
BGLNRUU;BRUNGUL GULBRUN
BMNRRUY;BRUNMYR
ABDPRYÅ;BRÅDYPA PÅBYRDA
BDGHORÅ;BRÅHOGD
BDEEKKU;BUKKEDE
BDNNRUY;BUNNDYR
BBENORY;BYBROEN
BEGGKNY;BYGGNEK
BFILNTÆ;BÆLFINT
BDGLOTÆ;BÆLGODT
BEENRRÆ;BÆREREN BÆRERNE
ABEKKRÆ;BÆRKAKE
BGLNRYÆ;BÆRLYNG
BORRSTÆ;BÆRSORT
BERRTUÆ;BÆRTUER
ABRRSSØ;BØRSRAS
ABFLTYÅ;BÅTFLYA
BDDERTÅ;BÅTREDD
ACEEMNP;CAMPENE
AACDERU;CAUDAER
ACEGNNO;CONGAEN
CNORTUY;COUNTRY
CEIRSSU;CRUISES
CILPSTU;CUPSTIL
CEEKLNY;CYKELEN CYKLENE
CELMOTØ;CØLOMET
ABBDGIN;DABBING
AADELLV;DALELVA LAVADEL
AADDILS;DALSIDA
ADDLMOU;DAUMOLD MULDDOA
DEGIINN;DIINGEN IDINGEN INDIGEN
DEEIMMT;DIMMETE
BDDEELO;DOBLEDE
DFGGIOR;DOGGFRI
DEEEIRR;DREIERE
DEEENNR;DRENENE NERDENE RENDENE
DEIIRRV;DRIVERI
DEGGRRU;DRUGGER
DDEIRRU;DRUIDER
ADGGLUV;DUGGLAV
DDENNRU;DUNDREN
ADHPRVY;DYPHARV
DINNPSY;DYPSINN
DDGRSUØ;DØDSGRU
DDERSÅØ;DØDSRÅE
DDEISVØ;DØDSVEI
DDGINTØ;DØGNTID
DDIKRTÅ;DÅDRIKT
ADHPSUÅ;DÅPSHUA
DDEIKLÅ;EDDIKÅL
DEEGGLØ;EGGEDØL ØDELEGG
EEIJKRÆ;EIEKJÆR
DEEEIKV;EIKEVED
EEEINSS;EISSENE
EEEILTT;EITLETE
EEELRRU;ELUERER
EEILLPV;ELVEPIL
ABEELMM;EMBLEMA
DEEENTÅ;ENTÅEDE
DEEENOP;EPODENE PEDOENE
EEEHLSU;ESELHUE
AAFRRSV;FARSARV
AAFRTYØ;FARTØYA
AFGHNVØ;FAVNHØG
DEEEFIT;FEIDETE FEITEDE
EEFHITT;FEITHET
EFMMOST;FEMTOMS
EEFJSTÅ;FESJÅET FJÅSETE
AEFJKKS;FJAKKES
EEFJRTT;FJERTET FJETRET
DFIJSTØ;FJØSTID
FLMORRØ;FLOMRØR
EFGLLTY;FLYGLET TEGLFLY
AFGLLSY;FLYSALG
FLMRUYØ;FLØYMUR
FGINNSY;FNYSING
EFKKORÅ;FOKKERÅ
DEFNNOY;FONDYEN
AAFGORR;FORARGA
AFFGNOR;FORFANG
AFHORYØ;FORHØYA
AFLOORV;FORLOVA LOVOFRA
FMORRSY;FORMSYR
AFOPTTU;FOTPUTA
ADFRRVØ;FRARØVD
EFGMRRÅ;FREMGÅR
EEFMMRS;FREMMES
DFILLTU;FULLTID
DFGINNU;FUNDING
FLLORTY;FYLLORT ROTFYLL
EFFRSTØ;FØRFEST RØFFEST
AABGGNR;GANGBAR
ABEGGNN;GANGBEN
AAEGKKM;GEMAKKA
AFGITTÅ;GIFTÅTA
EEGJKKR;GJEKKER
EEGJLLN;GJELLEN
EEEGJNR;GJENERE JEGEREN JEGERNE
EEGGJNS;GJENGES GJENGSE
EEGJRTÆ;GJÆRETE
AEGLTTT;GLATTET
EEGLPPT;GLEPPET
GILLMSY;GLIMLYS
AAGHLOV;GLOHAVA
GGILNPU;GLUPING GULPING
EGLMMSØ;GLØMMES
ADFGGLO;GOLFDAG
EEGMMNO;GOMMENE
AEGMMRR;GRAMMER
EEEGKRR;GREKERE
GMOORSV;GROVMOS
EFFGRSU;GRUFFES
GGINPRØ;GRØPING
GLRSTØØ;GRØTSØL
EGPRRYØ;GRØYPER
ADGRRYÅ;GRÅDYRA
BGIIRSÅ;GRÅIBIS
DGRRTÅØ;GRÅRØDT
DEEGLLY;GYLLEDE
AGHLRVÆ;HAGLVÆR
AAHLMTV;HALVTAM
AADGHNV;HANDGAV
ADHNSSY;HANDSYS
AAEHRRØ;HAREØRA
AABHORV;HAVBROA
AADHKLV;HAVKALD
EEEGHLT;HEGLETE HELGETE
DEEHIIL;HEILEID
EGHIILM;HEIMLIG
EEHIIRV;HEIVIER
DEEHKKL;HELDEKK
DEEEHLN;HELDENE HELENDE HENLEDE
EEEHLMR;HELERME
EEEHMNS;HEMSENE
EHNNOTT;HENTONT HONNETT
EEHLPSS;HESPLES
EEEHNRV;HEVNERE
EEHJLNP;HJELPEN
EEHJNRR;HJERNER
EHJLPTU;HJULPET
EEGGHNO;HOGGENE
ADGGHRU;HUGDRAG
EEGGHRU;HUGGERE
GHILLNU;HULLING
AAGHSUV;HUSGAVA
AHLLSUV;HVALLUS
BHIKTVØ;HVITBØK
DEEHRRY;HYDRERE
GHINNRY;HYRNING
EEHNSSY;HYSSENE
AHRSTTÆ;HÆRSATT
AGGHNSØ;HØGSANG
BHLSTÅØ;HØSTBLÅ
HLOSSTØ;HØSTSOL
BEHNUYØ;HØYBUEN
EHLOVYØ;HØYLOVE
HKLTUYØ;HØYLUKT
AHLMOYØ;HØYMOLA
AHKPSYØ;HØYSKAP
HRSTYÅØ;HØYSTRÅ
HISTVYØ;HØYVIST
DHKNSYÅ;HÅNDSKY
DHLNOVÅ;HÅNDVOL
DEEHNPÅ;HÅPENDE
AHKLLRÅ;HÅRKALL
EHKMRRÅ;HÅRKREM
EEHNTTÅ;HÅTTENE
DEIMMRØ;IDØMMER
FGIINRØ;IFØRING
EIINSSV;INESSIV
ABILLNN;INNBALL
AEINNNT;INNENAT
DFINNTØ;INNFØDT
IKKNNOT;INNKOKT
ILLNNTU;INNTULL
EIINNTV;INNVIET INVENIT
IILNNSU;INSULIN
FIMOORS;ISOMORF
EIINNPS;ISPINNE PINNEIS
EILLSSV;ISSVELL
AAGJLMT;JAMLAGT
AJMRRTØ;JAMTØRR
EJMNRRY;JERNMYR MYRJERN
ADJLLOT;JODTALL
AIJRSVÆ;JÆRSIVA
ABBDEEK;KABBEDE
AAEFKKT;KAKEFAT
AEKKLLM;KALKMEL MELKALK
AKMOPPR;KAMPROP
ADEEKPP;KAPPEDE
EFIKLLY;KILEFLY
GIIKNTT;KITTING
EEJKKLT;KJEKLET KJELKET
EIJKKMS;KJEMISK
EEEJKNS;KJESENE SKJEENE
EJKMOSS;KJESMOS
EEJKRRØ;KJØRERE
GIJKNVØ;KJØVING
AKLRRVÆ;KLARVÆR
IIKKLNS;KLINISK
EEHKNNØ;KNEHØNE
GIIKNNS;KNISING NIKSING SINKING SNIKING
BBEEKNO;KOBBENE
EEKKOTT;KOKETTE TOKKETE
EIKKLLO;KOKILLE
EKLNNOO;KOLONNE
IKLOOPT;KOPILOT
EEKNOPP;KOPPENE
EKOPPTU;KOPPTUE
HKORRTÅ;KORTHÅR
ABBEKRR;KRABBER
AEKPPRR;KRAPPER
DEEKNUU;KUDUENE
EEEKNPU;KUPEENE
IKKSTTU;KUSKITT UTSTIKK
EEKLSVV;KVELVES
IKKLTVØ;KVITLØK
DDEEKTØ;KØDDETE
IKKLPSØ;KØLSKIP LØSPIKK
AGKLLUÅ;KÅLUGLA
AABILLT;LABIALT
AAGLNNV;LAGNAVN VANNLAG
DDEHLNU;LEDHUND
AEHLLMØ;LEMHØLA
EEELSST;LESSETE SELESTE
EEEKLUV;LEVEUKE
ABIKLLÅ;LIKBÅLA
ILMRRTÆ;LIMTRÆR
GIILNSS;LISSING SISLING
FLMOTTU;LUFTTOM
DDEELNY;LYDENDE
EKLLRUÆ;LÆRKULE
EJKLSSØ;LØSSKJE
AELRVØØ;LØVEØRA
AACEMOR;MACAOER
AAEKMMR;MAKRAME
AAEMMNT;MATEMNA
AAMPRTT;MATPRAT
ALLMOTT;MATTOLL
CDEEMNO;MEDOCEN
AAELMMS;MELASMA SAMMALE
EEEMNRR;MERRENE
BDIMTYØ;MIDTBØY
DEEMMOS;MOMSEDE
AAKKMOR;MORKAKA ROMKAKA
MORSTTÆ;MORSÆTT
ABKMOOT;MOTBOKA
EMOTTYØ;MOTETØY
EMOORTT;MOTTOER
DDEEMNU;MUDDENE
EEIMMNU;MUMIENE
EELMMTU;MUMLETE
GIMMNSU;MUMSING SUMMING
FMNNOTU;MUNNFOT
EIMPPRU;MURPIPE
GIKMNNY;MYKNING
EMRTVYÆ;MYRVÆTE
EGGIINT;NITIGGE
BBEENTU;NUBBETE
EENPPTU;NUPPETE TUPPENE
BDILNNY;NYBLIND
EEHNNTY;NYHETEN
EEGNNVY;NYVEGEN
GGNRSÅØ;NØGGSÅR
EENNTTØ;NØTTENE
GINNTYØ;NØYTING TØYNING
AFILLNÅ;NÅLFILA
EFFILNO;OFFLINE
ABMOTTY;OMBYTTA
AAFMNOV;OMFAVNA
AFMMORT;OMFRAMT
DEMOOPR;OMPODER
EKOPPRV;OPPKREV
ENOPPRY;OPPNYER PYROPEN
DEEOPPR;OPPREDE
ALMOPPS;OPPSAML
GIOPPST;OPPSTIG
EGOPPSU;OPPSUGE
EOPPSTØ;OPPØSTE
AADOPRR;ORDPARA
KNOOSTT;OTTONSK
EEIORVV;OVERVEI
AEEMPPT;PAMPETE
AHLLPRU;PARHULL
AKLPPRØ;PARKLØP
AOPSSTT;PASTOST
DEEEILP;PEILEDE PLEIEDE
AEJKKNP;PJAKKEN
ALOPPRV;POLVARP
KMOOPRS;POMORSK
IIOPSTV;POSITIV SOTPIVI
GIKKNPU;PUKKING
KNPRTUU;PUNKTUR
EJPSTTU;PUTSJET
EELMPTÆ;PÆLMETE
AADGPRÅ;PÅDRAGA
KOPSTTÅ;PÅSKOTT
IKKPRSÅ;PÅSKRIK
ENPPSTÅ;PÅSPENT
ACEHNRR;RANCHER
AAAKNRS;RANSAKA
BBGINRU;RIBBUNG RUBBING
IMOPPRS;RIMSOPP
IRRSSTÅ;RISSTRÅ
BBDEEOR;ROBBEDE
BEOORRT;ROBOTER
BDGRRUØ;RUGBRØD
GLLMRUØ;RUGMØLL
ERRSSUÅ;RUSSEÅR
GGKLRUY;RYGGKUL
GGLRSYØ;RYGGLØS
DGGLRUØ;RØDLUGG
EGGLRRØ;RØRLEGG
ENNPRRØ;RØRPENN
EENNRRÅ;RÅNEREN RÅNERNE
ABDDMOS;SAMBODD
AJKMPSØ;SAMKJØP SJØKAMP
AAMRSSV;SAMSVAR
AAMSSTU;SATSUMA
CELLRSU;SCULLER
EEIILLS;SEILLEI
EEELLNS;SELLENE
EHOPPRS;SHOPPER
AGGIINS;SIGINGA
DEEIJSS;SJEIDES
FJKLOSØ;SJØFOLK
AFJRSYØ;SJØFYRA
EHJRSYØ;SJØHYRE
FJLSTUØ;SJØLUFT
AKKRSSØ;SKARØKS
IKKRSSU;SKIKURS
AJKNSSØ;SKJØNSA
EKRSSVÆ;SKVÆRES
IKKSTVY;SKYKVIT
EGGKSVY;SKYVEGG
EILMSVV;SLIMVEV
ELOSTTT;SLOTTET SOLTETT
EFFLSTU;SLUFFET
KMOSSTÅ;SMÅKOST
AKMMRSÅ;SMÅMARK
AKMSSUÅ;SMÅSKAU
MNRSSÅØ;SMÅSNØR
EMSSTÅØ;SMÅSØTE
EGGNSSU;SNUGGES
ALLOSSU;SOLLAUS
EHOSSUV;SOVEHUS
LOPSSTY;SPOTLYS
KPRSYÅØ;SPRÅKØY
AMNNPSÅ;SPÅMANN
ABBESTT;STABBET
AANNSTT;STANNAT
AEPPSTT;STAPPET
EIRRRST;STIRRER
AAMMRST;STRAMMA
ARSTTTU;STRUTTA
ABRRSUÆ;SURBÆRA
EEEPSTV;SVEPETE
EESSTTV;SVETTES
GIINPSV;SVIPING VIPSING VISPING
EERRSVÆ;SVÆRERE
AEENPSW;SWAPENE
EILMMSY;SYMMELI
INOPSSY;SYNOPSI
ERRSTTÆ;SÆRRETT
AAGGLOT;TAGALOG
AFNNOTT;TANNFOT
AEESTTT;TASTETE
EEEINNT;TEINENE
EENRTTT;TENTERT TERTENT TRETNET TRETTEN
EGIRTTT;TERGITT
EGGILLT;TILLEGG
AILSTTT;TILSATT
DDILSTÅ;TILSÅDD
CEINNOT;TONICEN
ANOSTTT;TONSATT
ALOPPTU;TOPPLUA
CEHNOTU;TOUCHEN
EIMMRRT;TRIMMER
BDRRTUÅ;TRÅDBUR
EKKRRTÅ;TRÅKKER
EELLTTU;TULLETE UTELLET UTTELLE
FIRTTVØ;TVIFØRT
EIRSTTW;TWISTER
IORRTTY;TYRIROT
GIJNSTÆ;TÆSJING
EEMMRTØ;TØMMERE
DDEGRUY;UDYGDER
EFGLRUU;UFUGLER
GILLOUV;ULOVLIG
EGLNUUV;ULVUNGE
AFGNRUU;UNGFRUA
ALPTTUÅ;UPÅTALT
JKRSTUÆ;USKJÆRT UTSKJÆR
AKKMSUY;USMYKKA
ESSTTUØ;USTØEST
AENTTTU;UTENATT
AAJMNTU;UTJAMNA
AKMMOTU;UTKOMMA
ELRTTUU;UTLUTER
DDELTUY;UTLYDDE
JKLMTUØ;UTMJØLK
KSTTUYØ;UTSKØYT
EEEGNUV;UVEGENE
GIIKTUV;UVIKTIG
ALNNPVØ;VANNLØP
ANNRRVØ;VANNRØR
ANNTTUV;VANNTUT
AANTVYØ;VANTØYA
ABLLRVY;VARBYLL
AAERRVÅ;VARERÅA
DERRTVÆ;VEDTRÆR
CEIMOTV;VICOMTE
DDEFIRV;VIDFERD
DEEGGIV;VIGGEDE
FILTTUV;VILTFUT
DFIINRV;VINDFRI
AINPPTV;VINTAPP
INRRTVÆ;VINTRÆR
DKKOSUV;VOKSDUK
EENPTVÆ;VÆPNETE
KLRSVÅÆ;VÅSKLÆR
KRTVYÅØ;VÅTRØYK
AERTVVÅ;VÅTVARE
EHINSTW;WHISTEN
ADDGINY;YDDINGA
AAKLSSØ;ØLKASSA
GILNOOØ;ØNOLOGI
ERSTVØØ;ØRESTØV
EEHLUYØ;ØYEHULE
EEKKRYØ;ØYREKKE
EHKRYÅØ;ÅKERHØY
AGINNPÅ;ÅPNINGA
ABBEORR;ABBORER
AEGGOOR;AGOGOER
AAILLTV;ALLATIV
ALLOOST;ALTSOLO
ADLMNUU;ALUNDUM
ABEEIMM;AMMEBIE
AEMMNNT;AMTMENN
ADDENNU;ANDEDUN
AIORTTT;AORTITT
AAGLSSV;AVGLASS VASSLAG
AEHJLPV;AVHJELP
AJKRSVÆ;AVSKJÆR
AEEGLVV;AVVELGE
AABDEYØ;BADEØYA ØYEBADA
AABIKKS;BAKSKIA
ABCEEHR;BEACHER
BDEEERV;BEDERVE VERBEDE
BDEEEGI;BEEDIGE
AABEFTT;BEFATTA
BEGGINÅ;BEGÅING
BDEEMYØ;BEMØYDE
BEKKMSY;BESMYKK
BEIIJLN;BILINJE
ABILLSS;BILLASS
ABEIILL;BILLEIA
BIKLLTY;BILLYKT
BEIIPSV;BISPEVI
BCEHINT;BITCHEN
ABIKKUV;BIVUAKK
ABEEINW;BIWAENE
BEJNNRØ;BJØRNEN
ABEFFLN;BLAFFEN
ABDDLOU;BLODDUA
BDKLLOU;BLODKUL
BDLLOSØ;BLODLØS BLODSØL
ABLLOTT;BLOTTLA
BHILTVY;BLYHVIT
BEKLLUY;BLYKULE KULEBLY
BKKLOTØ;BLØTKOK
BGILNNÅ;BLÅNING
ABDDORØ;BODDØRA
ABFKOOR;BOKFORA
ABHKLLO;BOKHALL
BEGGKOV;BOKVEGG
BEEKKRR;BREKKER
BHNRUYØ;BRUNHØY
BEJNRRY;BRYNJER
BDDINRØ;BRØDNID
BDMORRØ;BRØDROM
BBEIRTÅ;BRÅBEIT BRÅBITE
BMORTTÅ;BRÅTTOM
ABCKMRU;BUCKRAM
BDRTTUÅ;BUDRÅTT
BEGGRUY;BUERYGG BUGGYER
BBEELNU;BULBENE LUBBENE
BFILSSU;BUSSFIL
BEFRRUY;BYFRUER
ABGGKSY;BYGGAKS
BDEESSY;BYSSEDE
ABJLSYØ;BYSØLJA
BEERRTÆ;BÆRETRE
BKLRTÅÆ;BÅTKLÆR
ABNNTVÅ;BÅTNAVN VANNBÅT
CEERRSU;CESURER
ACEHRRT;CHARTER CHARTRE
CEEHKOR;CHOKERE
CFIKLOS;CISFOLK
CEILLOR;COLLIER
ACNOTUY;COUNTYA
AADDEEN;DADAENE
ADEEFFR;DAFFERE
ADDGMRØ;DAGDRØM
AADGGLN;DAGLANG DALGANG LANGDAG
AADDGLR;DALDRAG
ADFLLMO;DALFLOM
AADNSSØ;DANSØSA
ADEEENN;DEANENE ENNEADE
DEEEFKT;DEFEKTE FEKTEDE
ADELTTT;DELTATT
DEGGINN;DENGING
AADGILL;DIALLAG
DIKMOOT;DIKOTOM
DFILLRØ;DILLFRØ
DEEINPP;DIPPENE NIPPEDE PIPENDE
ADGLOOV;DOGOLVA
ADHLLOU;DOHULLA ULLHODA
DEEMMNO;DOMMENE
DDEENOP;DOPENDE NEDDOPE PODDENE PODENDE
ADEMMRR;DRAMMER
DEEGGRR;DREGGER
DEPPRSY;DRYPPES
DEPRRYØ;DRØYPER
ADDEHOU;DUEHODA
ADEHSUU;DUEHUSA
BDFLTUÅ;DUFTBLÅ
DEEMMRU;DUMMERE
DGIKKNY;DYKKING
DDEELTY;DYLTEDE
DGIPRRY;DYRGRIP
ADFISSY;DYSFASI
DDEFSTØ;DØDSFET
ADDNTVØ;DØDVATN VANDØDT
DGRTTÅØ;DØRGÅTT
